# This pad file is for the IFX 2S sensor for the 8-inch runs

Campaign: Infineon 8-inch 2S					
Creator: Dominic Bloech 11.1.2018
				
reference pad: 1			
reference pad: 1016					
reference pad: 1017			

pad strip	x	y	z
920	920	-82710	0	0	10000
921	921	-82800	0	0	10000
922	922	-82890	0	0	10000
923	923	-82980	0	0	10000
924	924	-83070	0	0	10000
925	925	-83160	0	0	10000
926	926	-83250	0	0	10000
927	927	-83340	0	0	10000
928	928	-83430	0	0	10000
929	929	-83520	0	0	10000
930	930	-83610	0	0	10000
931	931	-83700	0	0	10000
932	932	-83790	0	0	10000
933	933	-83880	0	0	10000
934	934	-83970	0	0	10000
935	935	-84060	0	0	10000
936	936	-84150	0	0	10000
937	937	-84240	0	0	10000
938	938	-84330	0	0	10000
939	939	-84420	0	0	10000
940	940	-84510	0	0	10000
941	941	-84600	0	0	10000
942	942	-84690	0	0	10000
943	943	-84780	0	0	10000
944	944	-84870	0	0	10000
945	945	-84960	0	0	10000
946	946	-85050	0	0	10000
947	947	-85140	0	0	10000
948	948	-85230	0	0	10000
949	949	-85320	0	0	10000
950	950	-85410	0	0	10000
951	951	-85500	0	0	10000
952	952	-85590	0	0	10000
953	953	-85680	0	0	10000
954	954	-85770	0	0	10000
955	955	-85860	0	0	10000
956	956	-85950	0	0	10000
957	957	-86040	0	0	10000
958	958	-86130	0	0	10000
959	959	-86220	0	0	10000
960	960	-86310	0	0	10000
961	961	-86400	0	0	10000
962	962	-86490	0	0	10000
963	963	-86580	0	0	10000
964	964	-86670	0	0	10000
965	965	-86760	0	0	10000
966	966	-86850	0	0	10000
967	967	-86940	0	0	10000
968	968	-87030	0	0	10000
969	969	-87120	0	0	10000
970	970	-87210	0	0	10000
971	971	-87300	0	0	10000
972	972	-87390	0	0	10000
973	973	-87480	0	0	10000
974	974	-87570	0	0	10000
975	975	-87660	0	0	10000
976	976	-87750	0	0	10000
977	977	-87840	0	0	10000
978	978	-87930	0	0	10000
979	979	-88020	0	0	10000
980	980	-88110	0	0	10000
981	981	-88200	0	0	10000
982	982	-88290	0	0	10000
983	983	-88380	0	0	10000
984	984	-88470	0	0	10000
985	985	-88560	0	0	10000
986	986	-88650	0	0	10000
987	987	-88740	0	0	10000
988	988	-88830	0	0	10000
989	989	-88920	0	0	10000
990	990	-89010	0	0	10000
991	991	-89100	0	0	10000
992	992	-89190	0	0	10000
993	993	-89280	0	0	10000
994	994	-89370	0	0	10000
995	995	-89460	0	0	10000
996	996	-89550	0	0	10000
997	997	-89640	0	0	10000
998	998	-89730	0	0	10000
999	999	-89820	0	0	10000
1000	1000	-89910	0	0	10000
1001	1001	-90000	0	0	10000
1002	1002	-90090	0	0	10000
1003	1003	-90180	0	0	10000
1004	1004	-90270	0	0	10000
1005	1005	-90360	0	0	10000
1006	1006	-90450	0	0	10000
1007	1007	-90540	0	0	10000
1008	1008	-90630	0	0	10000
1009	1009	-90720	0	0	10000
1010	1010	-90810	0	0	10000
1011	1011	-90900	0	0	10000
1012	1012	-90990	0	0	10000
1013	1013	-91080	0	0	10000
1014	1014	-91170	0	0	10000
1015	1015	-91260	0	0	10000
1016	1016	-91350	0	0	10000
1017	1017	-91350	-75242	0	10000
1018	1018	-91260	-75242	0	10000
1019	1019	-91170	-75242	0	10000
1020	1020	-91080	-75242	0	10000
1021	1021	-90990	-75242	0	10000
1022	1022	-90900	-75242	0	10000
1023	1023	-90810	-75242	0	10000
1024	1024	-90720	-75242	0	10000
1025	1025	-90630	-75242	0	10000
1026	1026	-90540	-75242	0	10000
1027	1027	-90450	-75242	0	10000
1028	1028	-90360	-75242	0	10000
1029	1029	-90270	-75242	0	10000
1030	1030	-90180	-75242	0	10000
1031	1031	-90090	-75242	0	10000
1032	1032	-90000	-75242	0	10000
1033	1033	-89910	-75242	0	10000
1034	1034	-89820	-75242	0	10000
1035	1035	-89730	-75242	0	10000
1036	1036	-89640	-75242	0	10000
1037	1037	-89550	-75242	0	10000
1038	1038	-89460	-75242	0	10000
1039	1039	-89370	-75242	0	10000
1040	1040	-89280	-75242	0	10000
1041	1041	-89190	-75242	0	10000
1042	1042	-89100	-75242	0	10000
1043	1043	-89010	-75242	0	10000
1044	1044	-88920	-75242	0	10000
1045	1045	-88830	-75242	0	10000
1046	1046	-88740	-75242	0	10000
1047	1047	-88650	-75242	0	10000
1048	1048	-88560	-75242	0	10000
1049	1049	-88470	-75242	0	10000
1050	1050	-88380	-75242	0	10000
1051	1051	-88290	-75242	0	10000
1052	1052	-88200	-75242	0	10000
1053	1053	-88110	-75242	0	10000
1054	1054	-88020	-75242	0	10000
1055	1055	-87930	-75242	0	10000
1056	1056	-87840	-75242	0	10000
1057	1057	-87750	-75242	0	10000
1058	1058	-87660	-75242	0	10000
1059	1059	-87570	-75242	0	10000
1060	1060	-87480	-75242	0	10000
1061	1061	-87390	-75242	0	10000
1062	1062	-87300	-75242	0	10000
1063	1063	-87210	-75242	0	10000
1064	1064	-87120	-75242	0	10000
1065	1065	-87030	-75242	0	10000
1066	1066	-86940	-75242	0	10000
1067	1067	-86850	-75242	0	10000
1068	1068	-86760	-75242	0	10000
1069	1069	-86670	-75242	0	10000
1070	1070	-86580	-75242	0	10000
1071	1071	-86490	-75242	0	10000
1072	1072	-86400	-75242	0	10000
1073	1073	-86310	-75242	0	10000
1074	1074	-86220	-75242	0	10000
1075	1075	-86130	-75242	0	10000
1076	1076	-86040	-75242	0	10000
1077	1077	-85950	-75242	0	10000
1078	1078	-85860	-75242	0	10000
1079	1079	-85770	-75242	0	10000
1080	1080	-85680	-75242	0	10000
1081	1081	-85590	-75242	0	10000
1082	1082	-85500	-75242	0	10000
1083	1083	-85410	-75242	0	10000
1084	1084	-85320	-75242	0	10000
1085	1085	-85230	-75242	0	10000
1086	1086	-85140	-75242	0	10000
1087	1087	-85050	-75242	0	10000
1088	1088	-84960	-75242	0	10000
1089	1089	-84870	-75242	0	10000
1090	1090	-84780	-75242	0	10000
1091	1091	-84690	-75242	0	10000
1092	1092	-84600	-75242	0	10000
1093	1093	-84510	-75242	0	10000
1094	1094	-84420	-75242	0	10000
1095	1095	-84330	-75242	0	10000
1096	1096	-84240	-75242	0	10000
1097	1097	-84150	-75242	0	10000
1098	1098	-84060	-75242	0	10000
1099	1099	-83970	-75242	0	10000
1100	1100	-83880	-75242	0	10000
1101	1101	-83790	-75242	0	10000
1102	1102	-83700	-75242	0	10000
1103	1103	-83610	-75242	0	10000
1104	1104	-83520	-75242	0	10000
1105	1105	-83430	-75242	0	10000
1106	1106	-83340	-75242	0	10000
1107	1107	-83250	-75242	0	10000
1108	1108	-83160	-75242	0	10000
1109	1109	-83070	-75242	0	10000
1110	1110	-82980	-75242	0	10000
1111	1111	-82890	-75242	0	10000
1112	1112	-82800	-75242	0	10000
1113	1113	-82710	-75242	0	10000
1114	1114	-82620	-75242	0	10000
1115	1115	-82530	-75242	0	10000
1116	1116	-82440	-75242	0	10000
1117	1117	-82350	-75242	0	10000
1118	1118	-82260	-75242	0	10000
1119	1119	-82170	-75242	0	10000
1120	1120	-82080	-75242	0	10000
1121	1121	-81990	-75242	0	10000
1122	1122	-81900	-75242	0	10000
1123	1123	-81810	-75242	0	10000
1124	1124	-81720	-75242	0	10000
1125	1125	-81630	-75242	0	10000
1126	1126	-81540	-75242	0	10000
1127	1127	-81450	-75242	0	10000
1128	1128	-81360	-75242	0	10000
1129	1129	-81270	-75242	0	10000
1130	1130	-81180	-75242	0	10000
1131	1131	-81090	-75242	0	10000
1132	1132	-81000	-75242	0	10000
1133	1133	-80910	-75242	0	10000
1134	1134	-80820	-75242	0	10000
1135	1135	-80730	-75242	0	10000
1136	1136	-80640	-75242	0	10000
1137	1137	-80550	-75242	0	10000
1138	1138	-80460	-75242	0	10000
1139	1139	-80370	-75242	0	10000
1140	1140	-80280	-75242	0	10000
1141	1141	-80190	-75242	0	10000
1142	1142	-80100	-75242	0	10000
1143	1143	-80010	-75242	0	10000
1144	1144	-79920	-75242	0	10000
1145	1145	-79830	-75242	0	10000
1146	1146	-79740	-75242	0	10000
1147	1147	-79650	-75242	0	10000
1148	1148	-79560	-75242	0	10000
1149	1149	-79470	-75242	0	10000
1150	1150	-79380	-75242	0	10000
1151	1151	-79290	-75242	0	10000
1152	1152	-79200	-75242	0	10000
1153	1153	-79110	-75242	0	10000
1154	1154	-79020	-75242	0	10000
1155	1155	-78930	-75242	0	10000
1156	1156	-78840	-75242	0	10000
1157	1157	-78750	-75242	0	10000
1158	1158	-78660	-75242	0	10000
1159	1159	-78570	-75242	0	10000
1160	1160	-78480	-75242	0	10000
1161	1161	-78390	-75242	0	10000
1162	1162	-78300	-75242	0	10000
1163	1163	-78210	-75242	0	10000
1164	1164	-78120	-75242	0	10000
1165	1165	-78030	-75242	0	10000
1166	1166	-77940	-75242	0	10000
1167	1167	-77850	-75242	0	10000
1168	1168	-77760	-75242	0	10000
1169	1169	-77670	-75242	0	10000
1170	1170	-77580	-75242	0	10000
1171	1171	-77490	-75242	0	10000
1172	1172	-77400	-75242	0	10000
1173	1173	-77310	-75242	0	10000
1174	1174	-77220	-75242	0	10000
1175	1175	-77130	-75242	0	10000
1176	1176	-77040	-75242	0	10000
1177	1177	-76950	-75242	0	10000
1178	1178	-76860	-75242	0	10000
1179	1179	-76770	-75242	0	10000
1180	1180	-76680	-75242	0	10000
1181	1181	-76590	-75242	0	10000
1182	1182	-76500	-75242	0	10000
1183	1183	-76410	-75242	0	10000
1184	1184	-76320	-75242	0	10000
1185	1185	-76230	-75242	0	10000
1186	1186	-76140	-75242	0	10000
1187	1187	-76050	-75242	0	10000
1188	1188	-75960	-75242	0	10000
1189	1189	-75870	-75242	0	10000
1190	1190	-75780	-75242	0	10000
1191	1191	-75690	-75242	0	10000
1192	1192	-75600	-75242	0	10000
1193	1193	-75510	-75242	0	10000
1194	1194	-75420	-75242	0	10000
1195	1195	-75330	-75242	0	10000
1196	1196	-75240	-75242	0	10000
1197	1197	-75150	-75242	0	10000
1198	1198	-75060	-75242	0	10000
1199	1199	-74970	-75242	0	10000
1200	1200	-74880	-75242	0	10000
1201	1201	-74790	-75242	0	10000
1202	1202	-74700	-75242	0	10000
1203	1203	-74610	-75242	0	10000
1204	1204	-74520	-75242	0	10000
1205	1205	-74430	-75242	0	10000
1206	1206	-74340	-75242	0	10000
1207	1207	-74250	-75242	0	10000
1208	1208	-74160	-75242	0	10000
1209	1209	-74070	-75242	0	10000
1210	1210	-73980	-75242	0	10000
1211	1211	-73890	-75242	0	10000
1212	1212	-73800	-75242	0	10000
1213	1213	-73710	-75242	0	10000
1214	1214	-73620	-75242	0	10000
1215	1215	-73530	-75242	0	10000
1216	1216	-73440	-75242	0	10000
1217	1217	-73350	-75242	0	10000
1218	1218	-73260	-75242	0	10000
1219	1219	-73170	-75242	0	10000
1220	1220	-73080	-75242	0	10000
1221	1221	-72990	-75242	0	10000
1222	1222	-72900	-75242	0	10000
1223	1223	-72810	-75242	0	10000
1224	1224	-72720	-75242	0	10000
1225	1225	-72630	-75242	0	10000
1226	1226	-72540	-75242	0	10000
1227	1227	-72450	-75242	0	10000
1228	1228	-72360	-75242	0	10000
1229	1229	-72270	-75242	0	10000
1230	1230	-72180	-75242	0	10000
1231	1231	-72090	-75242	0	10000
1232	1232	-72000	-75242	0	10000
1233	1233	-71910	-75242	0	10000
1234	1234	-71820	-75242	0	10000
1235	1235	-71730	-75242	0	10000
1236	1236	-71640	-75242	0	10000
1237	1237	-71550	-75242	0	10000
1238	1238	-71460	-75242	0	10000
1239	1239	-71370	-75242	0	10000
1240	1240	-71280	-75242	0	10000
1241	1241	-71190	-75242	0	10000
1242	1242	-71100	-75242	0	10000
1243	1243	-71010	-75242	0	10000
1244	1244	-70920	-75242	0	10000
1245	1245	-70830	-75242	0	10000
1246	1246	-70740	-75242	0	10000
1247	1247	-70650	-75242	0	10000
1248	1248	-70560	-75242	0	10000
1249	1249	-70470	-75242	0	10000
1250	1250	-70380	-75242	0	10000
1251	1251	-70290	-75242	0	10000
1252	1252	-70200	-75242	0	10000
1253	1253	-70110	-75242	0	10000
1254	1254	-70020	-75242	0	10000
1255	1255	-69930	-75242	0	10000
1256	1256	-69840	-75242	0	10000
1257	1257	-69750	-75242	0	10000
1258	1258	-69660	-75242	0	10000
1259	1259	-69570	-75242	0	10000
1260	1260	-69480	-75242	0	10000
1261	1261	-69390	-75242	0	10000
1262	1262	-69300	-75242	0	10000
1263	1263	-69210	-75242	0	10000
1264	1264	-69120	-75242	0	10000
1265	1265	-69030	-75242	0	10000
1266	1266	-68940	-75242	0	10000
1267	1267	-68850	-75242	0	10000
1268	1268	-68760	-75242	0	10000
1269	1269	-68670	-75242	0	10000
1270	1270	-68580	-75242	0	10000
1271	1271	-68490	-75242	0	10000
1272	1272	-68400	-75242	0	10000
1273	1273	-68310	-75242	0	10000
1274	1274	-68220	-75242	0	10000
1275	1275	-68130	-75242	0	10000
1276	1276	-68040	-75242	0	10000
1277	1277	-67950	-75242	0	10000
1278	1278	-67860	-75242	0	10000
1279	1279	-67770	-75242	0	10000
1280	1280	-67680	-75242	0	10000
1281	1281	-67590	-75242	0	10000
1282	1282	-67500	-75242	0	10000
1283	1283	-67410	-75242	0	10000
1284	1284	-67320	-75242	0	10000
1285	1285	-67230	-75242	0	10000
1286	1286	-67140	-75242	0	10000
1287	1287	-67050	-75242	0	10000
1288	1288	-66960	-75242	0	10000
1289	1289	-66870	-75242	0	10000
1290	1290	-66780	-75242	0	10000
1291	1291	-66690	-75242	0	10000
1292	1292	-66600	-75242	0	10000
1293	1293	-66510	-75242	0	10000
1294	1294	-66420	-75242	0	10000
1295	1295	-66330	-75242	0	10000
1296	1296	-66240	-75242	0	10000
1297	1297	-66150	-75242	0	10000
1298	1298	-66060	-75242	0	10000
1299	1299	-65970	-75242	0	10000
1300	1300	-65880	-75242	0	10000
1301	1301	-65790	-75242	0	10000
1302	1302	-65700	-75242	0	10000
1303	1303	-65610	-75242	0	10000
1304	1304	-65520	-75242	0	10000
1305	1305	-65430	-75242	0	10000
1306	1306	-65340	-75242	0	10000
1307	1307	-65250	-75242	0	10000
1308	1308	-65160	-75242	0	10000
1309	1309	-65070	-75242	0	10000
1310	1310	-64980	-75242	0	10000
1311	1311	-64890	-75242	0	10000
1312	1312	-64800	-75242	0	10000
1313	1313	-64710	-75242	0	10000
1314	1314	-64620	-75242	0	10000
1315	1315	-64530	-75242	0	10000
1316	1316	-64440	-75242	0	10000
1317	1317	-64350	-75242	0	10000
1318	1318	-64260	-75242	0	10000
1319	1319	-64170	-75242	0	10000
1320	1320	-64080	-75242	0	10000
1321	1321	-63990	-75242	0	10000
1322	1322	-63900	-75242	0	10000
1323	1323	-63810	-75242	0	10000
1324	1324	-63720	-75242	0	10000
1325	1325	-63630	-75242	0	10000
1326	1326	-63540	-75242	0	10000
1327	1327	-63450	-75242	0	10000
1328	1328	-63360	-75242	0	10000
1329	1329	-63270	-75242	0	10000
1330	1330	-63180	-75242	0	10000
1331	1331	-63090	-75242	0	10000
1332	1332	-63000	-75242	0	10000
1333	1333	-62910	-75242	0	10000
1334	1334	-62820	-75242	0	10000
1335	1335	-62730	-75242	0	10000
1336	1336	-62640	-75242	0	10000
1337	1337	-62550	-75242	0	10000
1338	1338	-62460	-75242	0	10000
1339	1339	-62370	-75242	0	10000
1340	1340	-62280	-75242	0	10000
1341	1341	-62190	-75242	0	10000
1342	1342	-62100	-75242	0	10000
1343	1343	-62010	-75242	0	10000
1344	1344	-61920	-75242	0	10000
1345	1345	-61830	-75242	0	10000
1346	1346	-61740	-75242	0	10000
1347	1347	-61650	-75242	0	10000
1348	1348	-61560	-75242	0	10000
1349	1349	-61470	-75242	0	10000
1350	1350	-61380	-75242	0	10000
1351	1351	-61290	-75242	0	10000
1352	1352	-61200	-75242	0	10000
1353	1353	-61110	-75242	0	10000
1354	1354	-61020	-75242	0	10000
1355	1355	-60930	-75242	0	10000
1356	1356	-60840	-75242	0	10000
1357	1357	-60750	-75242	0	10000
1358	1358	-60660	-75242	0	10000
1359	1359	-60570	-75242	0	10000
1360	1360	-60480	-75242	0	10000
1361	1361	-60390	-75242	0	10000
1362	1362	-60300	-75242	0	10000
1363	1363	-60210	-75242	0	10000
1364	1364	-60120	-75242	0	10000
1365	1365	-60030	-75242	0	10000
1366	1366	-59940	-75242	0	10000
1367	1367	-59850	-75242	0	10000
1368	1368	-59760	-75242	0	10000
1369	1369	-59670	-75242	0	10000
1370	1370	-59580	-75242	0	10000
1371	1371	-59490	-75242	0	10000
1372	1372	-59400	-75242	0	10000
1373	1373	-59310	-75242	0	10000
1374	1374	-59220	-75242	0	10000
1375	1375	-59130	-75242	0	10000
1376	1376	-59040	-75242	0	10000
1377	1377	-58950	-75242	0	10000
1378	1378	-58860	-75242	0	10000
1379	1379	-58770	-75242	0	10000
1380	1380	-58680	-75242	0	10000
1381	1381	-58590	-75242	0	10000
1382	1382	-58500	-75242	0	10000
1383	1383	-58410	-75242	0	10000
1384	1384	-58320	-75242	0	10000
1385	1385	-58230	-75242	0	10000
1386	1386	-58140	-75242	0	10000
1387	1387	-58050	-75242	0	10000
1388	1388	-57960	-75242	0	10000
1389	1389	-57870	-75242	0	10000
1390	1390	-57780	-75242	0	10000
1391	1391	-57690	-75242	0	10000
1392	1392	-57600	-75242	0	10000
1393	1393	-57510	-75242	0	10000
1394	1394	-57420	-75242	0	10000
1395	1395	-57330	-75242	0	10000
1396	1396	-57240	-75242	0	10000
1397	1397	-57150	-75242	0	10000
1398	1398	-57060	-75242	0	10000
1399	1399	-56970	-75242	0	10000
1400	1400	-56880	-75242	0	10000
1401	1401	-56790	-75242	0	10000
1402	1402	-56700	-75242	0	10000
1403	1403	-56610	-75242	0	10000
1404	1404	-56520	-75242	0	10000
1405	1405	-56430	-75242	0	10000
1406	1406	-56340	-75242	0	10000
1407	1407	-56250	-75242	0	10000
1408	1408	-56160	-75242	0	10000
1409	1409	-56070	-75242	0	10000
1410	1410	-55980	-75242	0	10000
1411	1411	-55890	-75242	0	10000
1412	1412	-55800	-75242	0	10000
1413	1413	-55710	-75242	0	10000
1414	1414	-55620	-75242	0	10000
1415	1415	-55530	-75242	0	10000
1416	1416	-55440	-75242	0	10000
1417	1417	-55350	-75242	0	10000
1418	1418	-55260	-75242	0	10000
1419	1419	-55170	-75242	0	10000
1420	1420	-55080	-75242	0	10000
1421	1421	-54990	-75242	0	10000
1422	1422	-54900	-75242	0	10000
1423	1423	-54810	-75242	0	10000
1424	1424	-54720	-75242	0	10000
1425	1425	-54630	-75242	0	10000
1426	1426	-54540	-75242	0	10000
1427	1427	-54450	-75242	0	10000
1428	1428	-54360	-75242	0	10000
1429	1429	-54270	-75242	0	10000
1430	1430	-54180	-75242	0	10000
1431	1431	-54090	-75242	0	10000
1432	1432	-54000	-75242	0	10000
1433	1433	-53910	-75242	0	10000
1434	1434	-53820	-75242	0	10000
1435	1435	-53730	-75242	0	10000
1436	1436	-53640	-75242	0	10000
1437	1437	-53550	-75242	0	10000
1438	1438	-53460	-75242	0	10000
1439	1439	-53370	-75242	0	10000
1440	1440	-53280	-75242	0	10000
1441	1441	-53190	-75242	0	10000
1442	1442	-53100	-75242	0	10000
1443	1443	-53010	-75242	0	10000
1444	1444	-52920	-75242	0	10000
1445	1445	-52830	-75242	0	10000
1446	1446	-52740	-75242	0	10000
1447	1447	-52650	-75242	0	10000
1448	1448	-52560	-75242	0	10000
1449	1449	-52470	-75242	0	10000
1450	1450	-52380	-75242	0	10000
1451	1451	-52290	-75242	0	10000
1452	1452	-52200	-75242	0	10000
1453	1453	-52110	-75242	0	10000
1454	1454	-52020	-75242	0	10000
1455	1455	-51930	-75242	0	10000
1456	1456	-51840	-75242	0	10000
1457	1457	-51750	-75242	0	10000
1458	1458	-51660	-75242	0	10000
1459	1459	-51570	-75242	0	10000
1460	1460	-51480	-75242	0	10000
1461	1461	-51390	-75242	0	10000
1462	1462	-51300	-75242	0	10000
1463	1463	-51210	-75242	0	10000
1464	1464	-51120	-75242	0	10000
1465	1465	-51030	-75242	0	10000
1466	1466	-50940	-75242	0	10000
1467	1467	-50850	-75242	0	10000
1468	1468	-50760	-75242	0	10000
1469	1469	-50670	-75242	0	10000
1470	1470	-50580	-75242	0	10000
1471	1471	-50490	-75242	0	10000
1472	1472	-50400	-75242	0	10000
1473	1473	-50310	-75242	0	10000
1474	1474	-50220	-75242	0	10000
1475	1475	-50130	-75242	0	10000
1476	1476	-50040	-75242	0	10000
1477	1477	-49950	-75242	0	10000
1478	1478	-49860	-75242	0	10000
1479	1479	-49770	-75242	0	10000
1480	1480	-49680	-75242	0	10000
1481	1481	-49590	-75242	0	10000
1482	1482	-49500	-75242	0	10000
1483	1483	-49410	-75242	0	10000
1484	1484	-49320	-75242	0	10000
1485	1485	-49230	-75242	0	10000
1486	1486	-49140	-75242	0	10000
1487	1487	-49050	-75242	0	10000
1488	1488	-48960	-75242	0	10000
1489	1489	-48870	-75242	0	10000
1490	1490	-48780	-75242	0	10000
1491	1491	-48690	-75242	0	10000
1492	1492	-48600	-75242	0	10000
1493	1493	-48510	-75242	0	10000
1494	1494	-48420	-75242	0	10000
1495	1495	-48330	-75242	0	10000
1496	1496	-48240	-75242	0	10000
1497	1497	-48150	-75242	0	10000
1498	1498	-48060	-75242	0	10000
1499	1499	-47970	-75242	0	10000
1500	1500	-47880	-75242	0	10000
1501	1501	-47790	-75242	0	10000
1502	1502	-47700	-75242	0	10000
1503	1503	-47610	-75242	0	10000
1504	1504	-47520	-75242	0	10000
1505	1505	-47430	-75242	0	10000
1506	1506	-47340	-75242	0	10000
1507	1507	-47250	-75242	0	10000
1508	1508	-47160	-75242	0	10000
1509	1509	-47070	-75242	0	10000
1510	1510	-46980	-75242	0	10000
1511	1511	-46890	-75242	0	10000
1512	1512	-46800	-75242	0	10000
1513	1513	-46710	-75242	0	10000
1514	1514	-46620	-75242	0	10000
1515	1515	-46530	-75242	0	10000
1516	1516	-46440	-75242	0	10000
1517	1517	-46350	-75242	0	10000
1518	1518	-46260	-75242	0	10000
1519	1519	-46170	-75242	0	10000
1520	1520	-46080	-75242	0	10000
1521	1521	-45990	-75242	0	10000
1522	1522	-45900	-75242	0	10000
1523	1523	-45810	-75242	0	10000
1524	1524	-45720	-75242	0	10000
1525	1525	-45630	-75242	0	10000
1526	1526	-45540	-75242	0	10000
1527	1527	-45450	-75242	0	10000
1528	1528	-45360	-75242	0	10000
1529	1529	-45270	-75242	0	10000
1530	1530	-45180	-75242	0	10000
1531	1531	-45090	-75242	0	10000
1532	1532	-45000	-75242	0	10000
1533	1533	-44910	-75242	0	10000
1534	1534	-44820	-75242	0	10000
1535	1535	-44730	-75242	0	10000
1536	1536	-44640	-75242	0	10000
1537	1537	-44550	-75242	0	10000
1538	1538	-44460	-75242	0	10000
1539	1539	-44370	-75242	0	10000
1540	1540	-44280	-75242	0	10000
1541	1541	-44190	-75242	0	10000
1542	1542	-44100	-75242	0	10000
1543	1543	-44010	-75242	0	10000
1544	1544	-43920	-75242	0	10000
1545	1545	-43830	-75242	0	10000
1546	1546	-43740	-75242	0	10000
1547	1547	-43650	-75242	0	10000
1548	1548	-43560	-75242	0	10000
1549	1549	-43470	-75242	0	10000
1550	1550	-43380	-75242	0	10000
1551	1551	-43290	-75242	0	10000
1552	1552	-43200	-75242	0	10000
1553	1553	-43110	-75242	0	10000
1554	1554	-43020	-75242	0	10000
1555	1555	-42930	-75242	0	10000
1556	1556	-42840	-75242	0	10000
1557	1557	-42750	-75242	0	10000
1558	1558	-42660	-75242	0	10000
1559	1559	-42570	-75242	0	10000
1560	1560	-42480	-75242	0	10000
1561	1561	-42390	-75242	0	10000
1562	1562	-42300	-75242	0	10000
1563	1563	-42210	-75242	0	10000
1564	1564	-42120	-75242	0	10000
1565	1565	-42030	-75242	0	10000
1566	1566	-41940	-75242	0	10000
1567	1567	-41850	-75242	0	10000
1568	1568	-41760	-75242	0	10000
1569	1569	-41670	-75242	0	10000
1570	1570	-41580	-75242	0	10000
1571	1571	-41490	-75242	0	10000
1572	1572	-41400	-75242	0	10000
1573	1573	-41310	-75242	0	10000
1574	1574	-41220	-75242	0	10000
1575	1575	-41130	-75242	0	10000
1576	1576	-41040	-75242	0	10000
1577	1577	-40950	-75242	0	10000
1578	1578	-40860	-75242	0	10000
1579	1579	-40770	-75242	0	10000
1580	1580	-40680	-75242	0	10000
1581	1581	-40590	-75242	0	10000
1582	1582	-40500	-75242	0	10000
1583	1583	-40410	-75242	0	10000
1584	1584	-40320	-75242	0	10000
1585	1585	-40230	-75242	0	10000
1586	1586	-40140	-75242	0	10000
1587	1587	-40050	-75242	0	10000
1588	1588	-39960	-75242	0	10000
1589	1589	-39870	-75242	0	10000
1590	1590	-39780	-75242	0	10000
1591	1591	-39690	-75242	0	10000
1592	1592	-39600	-75242	0	10000
1593	1593	-39510	-75242	0	10000
1594	1594	-39420	-75242	0	10000
1595	1595	-39330	-75242	0	10000
1596	1596	-39240	-75242	0	10000
1597	1597	-39150	-75242	0	10000
1598	1598	-39060	-75242	0	10000
1599	1599	-38970	-75242	0	10000
1600	1600	-38880	-75242	0	10000
1601	1601	-38790	-75242	0	10000
1602	1602	-38700	-75242	0	10000
1603	1603	-38610	-75242	0	10000
1604	1604	-38520	-75242	0	10000
1605	1605	-38430	-75242	0	10000
1606	1606	-38340	-75242	0	10000
1607	1607	-38250	-75242	0	10000
1608	1608	-38160	-75242	0	10000
1609	1609	-38070	-75242	0	10000
1610	1610	-37980	-75242	0	10000
1611	1611	-37890	-75242	0	10000
1612	1612	-37800	-75242	0	10000
1613	1613	-37710	-75242	0	10000
1614	1614	-37620	-75242	0	10000
1615	1615	-37530	-75242	0	10000
1616	1616	-37440	-75242	0	10000
1617	1617	-37350	-75242	0	10000
1618	1618	-37260	-75242	0	10000
1619	1619	-37170	-75242	0	10000
1620	1620	-37080	-75242	0	10000
1621	1621	-36990	-75242	0	10000
1622	1622	-36900	-75242	0	10000
1623	1623	-36810	-75242	0	10000
1624	1624	-36720	-75242	0	10000
1625	1625	-36630	-75242	0	10000
1626	1626	-36540	-75242	0	10000
1627	1627	-36450	-75242	0	10000
1628	1628	-36360	-75242	0	10000
1629	1629	-36270	-75242	0	10000
1630	1630	-36180	-75242	0	10000
1631	1631	-36090	-75242	0	10000
1632	1632	-36000	-75242	0	10000
1633	1633	-35910	-75242	0	10000
1634	1634	-35820	-75242	0	10000
1635	1635	-35730	-75242	0	10000
1636	1636	-35640	-75242	0	10000
1637	1637	-35550	-75242	0	10000
1638	1638	-35460	-75242	0	10000
1639	1639	-35370	-75242	0	10000
1640	1640	-35280	-75242	0	10000
1641	1641	-35190	-75242	0	10000
1642	1642	-35100	-75242	0	10000
1643	1643	-35010	-75242	0	10000
1644	1644	-34920	-75242	0	10000
1645	1645	-34830	-75242	0	10000
1646	1646	-34740	-75242	0	10000
1647	1647	-34650	-75242	0	10000
1648	1648	-34560	-75242	0	10000
1649	1649	-34470	-75242	0	10000
1650	1650	-34380	-75242	0	10000
1651	1651	-34290	-75242	0	10000
1652	1652	-34200	-75242	0	10000
1653	1653	-34110	-75242	0	10000
1654	1654	-34020	-75242	0	10000
1655	1655	-33930	-75242	0	10000
1656	1656	-33840	-75242	0	10000
1657	1657	-33750	-75242	0	10000
1658	1658	-33660	-75242	0	10000
1659	1659	-33570	-75242	0	10000
1660	1660	-33480	-75242	0	10000
1661	1661	-33390	-75242	0	10000
1662	1662	-33300	-75242	0	10000
1663	1663	-33210	-75242	0	10000
1664	1664	-33120	-75242	0	10000
1665	1665	-33030	-75242	0	10000
1666	1666	-32940	-75242	0	10000
1667	1667	-32850	-75242	0	10000
1668	1668	-32760	-75242	0	10000
